iter	RMSE
250	0.3393619965
251	0.339175908
252	0.338938891
253	0.3382672334
254	0.337906897
255	0.3376116516
256	0.337348665
257	0.337203176
258	0.3364262549
259	0.3362726747
260	0.3360836713
261	0.3353978559
262	0.3350542635
263	0.3343375034
264	0.334156962
265	0.3338887413
266	0.3336300239
267	0.3333589136
268	0.3331130754
269	0.3328112534
270	0.3326152767
271	0.3320526469
272	0.331336741
273	0.3310450906
274	0.3306664298
275	0.3305951778
276	0.3303090211
277	0.3296560801
278	0.3294328924
279	0.3292621379
280	0.3291068648
281	0.3284740378
282	0.3282590722
283	0.3275321779
284	0.3269222494
285	0.3266881532
286	0.3266131784
287	0.3264331979
288	0.3258421791
289	0.325738126
290	0.3252526056
291	0.3250022992
292	0.3248123008
293	0.3243009354
294	0.3241406574
295	0.3238821876
296	0.3238138332
297	0.3236965107
298	0.3235564578
299	0.3234226457
300	0.3231486431
301	0.3225817613
302	0.3224694907
303	0.3223595313
304	0.3221744817
305	0.3219519692
306	0.3215964788
307	0.3213872987
308	0.3212755954
309	0.3211002084
310	0.3209190163
311	0.3207254852
312	0.3202817865
313	0.3195710685
314	0.3191051322
315	0.3184129155
316	0.3182858074
317	0.3177881166
318	0.3171090941
319	0.3168828378
320	0.3164021298
321	0.316114635
322	0.3159967288
323	0.3154295203
324	0.3149613611
325	0.3148248332
326	0.314170786
327	0.3137280248
328	0.3130778733
329	0.3126004526
330	0.3124328413
331	0.3123664274
332	0.3119820728
333	0.3113473378
334	0.311121328
335	0.3110253595
336	0.3107024675
337	0.3100839638
338	0.3095284442
339	0.3094685981
340	0.3092744186
341	0.3091744384
342	0.3090500725
343	0.3085797
344	0.3081215097
345	0.3076860129
346	0.3073989833
347	0.3072457049
348	0.3070850572
349	0.3069344159
350	0.3067453518
351	0.3066837449
352	0.3062559046
353	0.3057461651
354	0.3051407112
355	0.3046458605
356	0.3043431334
357	0.3037512215
358	0.3032045765
359	0.3030480805
360	0.3028429371
361	0.3026491318
362	0.302600324
363	0.3024511244
364	0.3021347366
365	0.3016961755
366	0.3015210746
367	0.3013387259
368	0.300803713
369	0.3006166416
370	0.3004525356
371	0.3002796908
372	0.3000744573
373	0.2996448323
374	0.2991612559
375	0.2989770282
376	0.2985127035
377	0.2983876461
378	0.2982711219
379	0.2982097816
380	0.2979826109
381	0.2978914377
382	0.2978381079
383	0.2977015685
384	0.2972892459
385	0.2972466158
386	0.2966661327
387	0.2962617652
388	0.2958441505
389	0.2954349616
390	0.2948991473
391	0.2948510293
392	0.2946589259
393	0.2943633696
394	0.2942259608
395	0.2941355491
396	0.293717872
397	0.2935244294
398	0.2933726982
399	0.2932402074
400	0.2928473699
401	0.2924628333
402	0.2920412651
403	0.2918649123
404	0.2914035278
405	0.2913142393
406	0.2911188137
407	0.2905969837
408	0.2902182947
409	0.290125113
410	0.2897159584
411	0.28964872
412	0.2895684687
413	0.2894855221
414	0.2890993195
415	0.2885922072
416	0.2881945345
417	0.2880972653
418	0.2876449386
419	0.2872569229
420	0.2869337668
421	0.2865445725
422	0.2860567588
423	0.2856801279
424	0.2853137625
425	0.2851406756
426	0.2846569088
427	0.2845823149
428	0.2844447485
429	0.2843374237
430	0.283962758
431	0.283773865
432	0.2834264504
433	0.2832977167
434	0.2832434166
435	0.2830682745
436	0.2829964737
437	0.2828667995
438	0.2826371799
439	0.2824748835
440	0.282431697
441	0.2822866013
442	0.2822442993
443	0.2818339677
444	0.2817537537
445	0.2816844324
446	0.2813606226
447	0.2809598983
448	0.2808775342
449	0.2804077643
450	0.2799876104
451	0.2798861954
452	0.2795394431
453	0.2793830797
454	0.2792882685
455	0.2791129974
456	0.2789577937
457	0.278907138
458	0.2788505624
459	0.2784704435
460	0.2783487629
461	0.278255589
462	0.2779010328
463	0.2778370464
464	0.2774754351
465	0.2771401644
466	0.2770180571
467	0.2769587874
468	0.27691395
469	0.2765952496
470	0.2761767957
471	0.276106581
472	0.2760731342
473	0.2758042956
474	0.2756964404
475	0.2753379652
476	0.2748850369
477	0.2747996036
478	0.2746406335
479	0.2745343117
480	0.274184357
481	0.2738009194
482	0.2734270589
483	0.2729864575
484	0.2729188222
485	0.2728895292
486	0.2725785206
487	0.2724577534
488	0.2723294819
489	0.2718990913
490	0.2717725381
491	0.2713529651
492	0.271045997
493	0.2709675638
494	0.2709322754
495	0.2705641087
496	0.270522903
497	0.270400737
498	0.2703356184
499	0.2700713147
500	0.2697100133
501	0.2696385243
502	0.2692978676
503	0.2689642577
504	0.2686028824
505	0.268280557
506	0.2682263892
507	0.2680758705
508	0.2679359332
509	0.2677837614
510	0.267455454
511	0.267397658
512	0.2673587193
513	0.2673413082
514	0.2669288069
515	0.2665781748
516	0.2662933531
517	0.2660282728
518	0.2658779996
519	0.2658162837
520	0.2656568874
521	0.2653455791
522	0.2650058152
523	0.2647248056
524	0.2646435871
525	0.2644600789
526	0.2644159939
527	0.2643753575
528	0.2641574024
529	0.2638844765
530	0.2638198066
531	0.2637575484
532	0.263736749
533	0.2637004344
534	0.2634384072
535	0.2633751989
536	0.2631878855
537	0.2631420728
538	0.2631017431
539	0.2630472873
540	0.2626415954
541	0.2623799411
542	0.2621425602
543	0.2619807336
544	0.2615914476
545	0.2614459721
546	0.2610486725
547	0.2609873092
548	0.2609446633
549	0.260929493
550	0.2606214125
551	0.2602836445
552	0.2601742873
553	0.2601090777
554	0.2599703052
555	0.25993803
556	0.2598346974
557	0.259810828
558	0.2595530261
559	0.2594566387
560	0.2593064185
561	0.2590493287
562	0.2590110496
563	0.2589076819
564	0.2586716008
565	0.2586180886
566	0.2584984397
567	0.2584447503
568	0.2582002119
569	0.2581117982
570	0.2578651071
571	0.2577233365
572	0.2573493136
573	0.2573104455
574	0.2570057182
575	0.2567758598
576	0.2566603589
577	0.2562763988
578	0.2562441955
579	0.2562101434
580	0.2560480399
581	0.2559362917
582	0.2558344803
583	0.2554709402
584	0.2552258549
585	0.254889074
586	0.2547822045
587	0.2544105616
588	0.2540638878
589	0.2539856697
590	0.2537471432
591	0.2535268069
592	0.2533110831
593	0.2530691679
594	0.2528309441
595	0.2527305903
596	0.2526881802
597	0.2523280543
598	0.2521100316
599	0.2519879657
600	0.2519310111
601	0.2517714381
602	0.2516067189
603	0.2511704434
604	0.2509204651
605	0.2505672869
606	0.2505128006
607	0.2501764914
608	0.2499183414
609	0.2498255413
610	0.2497087543
611	0.2494744174
612	0.2492614688
613	0.2490221747
614	0.248759363
615	0.2487453905
616	0.2483259197
617	0.2479643905
618	0.2476257806
619	0.2475116319
620	0.2474513165
621	0.2473229602
622	0.247303244
623	0.247265508
624	0.2471547375
625	0.2470779694
626	0.2470259643
627	0.2466727002
628	0.24663873
629	0.246307091
630	0.2461871073
631	0.2461629987
632	0.245934865
633	0.2458932176
634	0.2456816276
635	0.2455573209
636	0.2452326504
637	0.2451616068
638	0.2451416318
639	0.2447449035
640	0.2446239682
641	0.244464219
642	0.2442433753
643	0.2440418206
644	0.2440168885
645	0.2439877891
646	0.2439672366
647	0.2437252978
648	0.2435126184
649	0.2433435898
650	0.243230279
651	0.242922048
652	0.2429010512
653	0.2427838586
654	0.2425573368
655	0.2425331531
656	0.2424745498
657	0.2424179957
658	0.2423700143
659	0.2421474594
660	0.2417595214
661	0.2414836138
662	0.2414278428
663	0.241293552
664	0.2409627703
665	0.2409265178
666	0.2408944285
667	0.2407928949
668	0.240559946
669	0.2401885759
670	0.2399877784
671	0.2398281718
672	0.2398069938
673	0.2397229828
674	0.2396664308
675	0.2394266982
676	0.2392991055
677	0.2389728306
678	0.2389541096
679	0.2387448871
680	0.238691807
681	0.2383882259
682	0.2381964987
683	0.2381081086
684	0.2378686087
685	0.2377545264
686	0.2373460226
687	0.2372704918
688	0.2372040262
689	0.2370789811
690	0.2368911624
691	0.2367238029
692	0.2365993471
693	0.2363707797
694	0.2362482187
695	0.2360490486
696	0.2356973503
697	0.2354850908
698	0.2352897716
699	0.2350932667
700	0.2349440048
701	0.2348226819
702	0.2347563345
703	0.2347002041
704	0.2343740812
705	0.2343196206
706	0.234087155
707	0.2338936381
708	0.2336621661
709	0.2336169973
710	0.2335059935
711	0.2333328821
712	0.2332453495
713	0.2332150976
714	0.2329141215
715	0.232614374
716	0.2323831243
717	0.2323575765
718	0.2322438103
719	0.232211742
720	0.2320397472
721	0.2318544827
722	0.2317367539
723	0.231541358
724	0.2315079468
725	0.2311892838
726	0.2309477655
727	0.230868758
728	0.230637402
729	0.2305615705
730	0.2304527154
731	0.2301405166
732	0.2299881282
733	0.2296832167
734	0.2295617801
735	0.229411707
736	0.2290632076
737	0.2288324416
738	0.2285382264
739	0.2284159703
740	0.228197354
741	0.2279160136
742	0.2276371974
743	0.2273505081
744	0.2271424994
745	0.2270185992
746	0.2269947504
747	0.2268738916
748	0.226797291
749	0.2265578338
750	0.2265050977
751	0.2264023804
752	0.2259755257
753	0.2256827685
754	0.2256612331
755	0.225386479
756	0.2253498642
757	0.2251418546
758	0.2250039807
759	0.2249407465
760	0.2248701372
761	0.2248421514
762	0.2247369977
763	0.2245455679
764	0.2245299142
765	0.2245028426
766	0.2243668674
767	0.2240825231
768	0.2240636497
769	0.2239703219
770	0.2238685386
771	0.2236920247
772	0.2234170489
773	0.2232098033
774	0.222929133
775	0.2226602153
776	0.2224350195
777	0.2221583403
778	0.2220040827
779	0.2218910846
780	0.2217175604
781	0.2214717936
782	0.2214084933
783	0.2211469323
784	0.2208802879
785	0.2208043993
786	0.2207121746
787	0.2206111727
788	0.2205847899
789	0.2204770556
790	0.2202212674
791	0.2199915418
792	0.2197962851
793	0.219701337
794	0.2196045041
795	0.2195530563
796	0.2192278478
797	0.2191934698
798	0.219092098
799	0.2190407807
800	0.2188541933
801	0.2188213194
802	0.2185473955
803	0.2182754179
804	0.2182666569
805	0.2181671348
806	0.2181088267
807	0.2179128795
808	0.2178575041
809	0.2178112566
810	0.2175384754
811	0.2174298684
812	0.2173992612
813	0.2173432827
814	0.2172105813
815	0.2168094442
816	0.2167800244
817	0.2165157647
818	0.2164890387
819	0.2162367038
820	0.2160434652
821	0.2160186401
822	0.2159820146
823	0.2158273982
824	0.215585512
825	0.2154743381
826	0.2153050973
827	0.2150843451
828	0.2150441309
829	0.2150325094
830	0.214840624
831	0.2145571597
832	0.2144473641
833	0.2144191549
834	0.2144143423
835	0.2142925736
836	0.214090528
837	0.2140730013
838	0.213940907
839	0.213914664
840	0.2139021072
841	0.2137646156
842	0.2137400677
843	0.2135308998
844	0.2134216557
845	0.2133222918
846	0.2131634871
847	0.2129086129
848	0.2127332877
849	0.2125462328
850	0.2123607878
851	0.2122550914
852	0.2122331859
853	0.2120685102
854	0.2118779771
855	0.2116215338
856	0.2115859883
857	0.2114984787
858	0.2113448379
859	0.2112167124
860	0.2110861634
861	0.2109282198
862	0.210843225
863	0.2106348835
864	0.21038633
865	0.2103490191
866	0.2101847049
867	0.2100797203
868	0.209892853
869	0.2098198186
870	0.2097309714
871	0.2095475699
872	0.209524487
873	0.2092803067
874	0.2090994578
875	0.2089768023
876	0.2088732998
877	0.2087126524
878	0.2086126624
879	0.2084343871
880	0.2084026629
881	0.2082629708
882	0.2081122172
883	0.207937263
884	0.2077041899
885	0.2076766729
886	0.2076003425
887	0.2074146715
888	0.2073687883
889	0.2071956517
890	0.2069340418
891	0.2068328235
892	0.2066862674
893	0.2065707697
894	0.2065044887
895	0.2063539694
896	0.2061790659
897	0.2059278282
898	0.2058237285
899	0.2058133779
900	0.2055761609
901	0.2055661607
902	0.2053881764
903	0.2052535076
904	0.2051581604
905	0.20497668
906	0.2047193249
907	0.2047003508
908	0.2046235071
909	0.2045213202
910	0.2042951695
911	0.2041808499
912	0.2040732357
913	0.2040505454
914	0.2037659876
915	0.2037077709
916	0.2036007832
917	0.203526688
918	0.2032543932
919	0.2032174924
920	0.2030491649
921	0.203004114
922	0.202803797
923	0.2025855581
924	0.202428212
925	0.2023485532
926	0.2022927976
927	0.2021463291
928	0.2019501233
929	0.2017781604
930	0.2016553959
931	0.2016375168
932	0.2016101859
933	0.2016002956
934	0.2014471603
935	0.2012279933
936	0.2012017309
937	0.20104138
938	0.2010317535
939	0.2008418356
940	0.2007151776
941	0.2006359793
942	0.2006162388
943	0.2005785266
944	0.2005392479
945	0.2003847986
946	0.2003596923
947	0.2001722314
948	0.2000216263
949	0.1999042352
950	0.1997321887
951	0.1995669013
952	0.1995101348
953	0.1992728737
954	0.1991985356
955	0.1989662283
956	0.1989386894
957	0.1987570904
958	0.1986134228
959	0.1985299878
960	0.1984955474
961	0.1982546533
962	0.1982086346
963	0.1981417695
964	0.198001122
965	0.1978581673
966	0.1977168645
967	0.197708402
968	0.1976585511
969	0.1976013883
970	0.1973722274
971	0.197210015
972	0.197121276
973	0.1971124498
974	0.1969079817
975	0.1968559903
976	0.1968260376
977	0.1966474589
978	0.1966032576
979	0.1965206515
980	0.1962808399
981	0.1962038254
982	0.1961563904
983	0.1960606887
984	0.1959484403
985	0.1957595315
986	0.1955934423
987	0.1954305093
988	0.1954057754
989	0.1952398735
990	0.1951044245
991	0.1950447114
992	0.1949377672
993	0.1947665868
994	0.1946468668
995	0.1943945662
996	0.1943665532
997	0.1943278564
998	0.1942222019
999	0.1941206765
