,r1x,r1y,v1x,v1y,r2x,r2y,v2x,v2y,r3x,r3y,v3x,v3y
274,-3.715255765441937,2.01986072714214,-0.08686884645861982,-0.1087618925184535,-2.4097660203883167,2.524673698756068,-0.013644894722808082,-0.053145997042505916,-3.623772433881528,1.0658581430213003,0.05901029024287607,0.11232317401886155
275,-3.723942650087799,2.0089845378902944,-0.08614335242113348,-0.10945210956135454,-2.4111305098605973,2.5193590990518175,-0.014242982546622736,-0.05362036482468553,-3.6178714048572402,1.0770904604231866,0.0592754333546996,0.11318236594540894
276,-3.732556985329912,1.998039326934159,-0.08540218804153954,-0.11016113301514245,-2.4125548081152597,2.513997062569349,-0.014842823009147502,-0.05409710528934301,-3.6119438615217705,1.0884086970177274,0.05953440920419844,0.11405372746178079
277,-3.741097204134066,1.9870232136326447,-0.08464365206861862,-0.11088913205660826,-2.4140390904161744,2.508587352040415,-0.01544457693874263,-0.05457629170672902,-3.6059904206013504,1.0998140697639054,0.05978651687431829,0.11493742335587462
278,-3.7495615693409277,1.9759343004269838,-0.08386591571002372,-0.11163620619620773,-2.4155835481100487,2.5031297228697422,-0.01604840923122805,-0.05505799851108871,-3.6000117689139186,1.1113078120994928,0.060030994390019805,0.11583358393733571
279,-3.75794816091193,1.964770679807363,-0.08306701477560367,-0.11240236875831294,-2.4171883890331713,2.4976239230186335,-0.01665448923389277,-0.05554230130312507,-3.5940086694749165,1.1228911704932263,0.06026701509919371,0.11674229657044581
280,-3.76625486238949,1.9535304429315317,-0.08224484247995735,-0.11318752756269984,-2.4188538379565605,2.492069692888321,-0.017262991149080965,-0.05602927684360062,-3.587981967964997,1.134565400150271,0.060493684412419674,0.11766359576263545
281,-3.7744793466374857,1.9422116901752617,-0.08139714335018156,-0.11399146246687598,-2.4205801370714686,2.4864667652039607,-0.017874094458995834,-0.056519003036584,-3.581932599523755,1.1463317597265346,0.06071003713196412,0.11859745163250691
282,-3.782619060972504,1.9308125439285742,-0.08052150881606725,-0.11481379943622384,-2.422367546517368,2.480814864900302,-0.01848798437338295,-0.05701155890063765,-3.575861595810559,1.1581915048897853,0.06091503566774752,0.11954375658480997
283,-3.790671211854111,1.9193311639849517,-0.07961537521680213,-0.1156539808417272,-2.4242163449547065,2.4751137090102384,-0.01910485230175863,-0.05750702452601299,-3.5697700922437843,1.1701458805482663,0.0611075695184097,0.12050231003638018
284,-3.798632749375791,1.907765765900779,-0.07867602514094875,-0.11651123175461718,-2.426126830184882,2.469363006557637,-0.019724896351831056,-0.05800548101567082,-3.5636593352919435,1.1821961115519044,0.06128645648925912,0.12147280107245348
285,-3.806500351889886,1.8961146427253173,-0.0777005932227096,-0.11738452212798885,-2.428099319820065,2.46356245845607,-0.02034832185571649,-0.05850701040768151,-3.5575306896430177,1.1943433916591497,0.06145044622458539,0.12245478897438034
286,-3.814270411212157,1.8843761905125185,-0.07668607774045316,-0.11827252494471457,-2.4301341520056368,2.457711757415302,-0.02097534192547447,-0.05901169557628461,-3.551385645020559,1.2065888705565877,0.061598226746043684,0.12344768165651288
287,-3.821939018986202,1.8725489380180471,-0.07562935958971709,-0.11917357068877185,-2.4322316861981843,2.4518105878576733,-0.021606178039368543,-0.059519620108610206,-3.5452258223459547,1.218933638722239,0.061728434804690764,0.12445071219216695
288,-3.8295019549451736,1.86063158094917,-0.07452723040968755,-0.12008559888446595,-2.434392304002121,2.445858625846812,-0.022241060660098587,-0.06003086815379279,-3.539052978865486,1.2313787099414557,0.06183967096009896,0.12546291380687477
289,-3.8369546779861423,1.8486230210607235,-0.07337643179448122,-0.12100610796425039,-2.436616410068131,2.439855539031433,-0.02288022988604442,-0.060545524240957806,-3.532869011769476,1.2439250013221432,0.06193052037785394,0.12648309398154528
290,-3.8442923211655904,1.8365224102642985,-0.07217370756847835,-0.12193210538358215,-2.4389044330567353,2.4338009866073373,-0.023523936136309723,-0.061063673062347085,-3.5266759597316906,1.2565733107202977,0.06199958036104461,0.1275098086451449
291,-3.851509691922438,1.8243291997259403,-0.07091587098207035,-0.12286006069911715,-2.4412568266703665,2.4276946193011026,-0.024172440870066633,-0.0615853992176935,-3.5204760016955863,1.2693242915848122,0.062045495568042536,0.12854133784541477
292,-3.858601279020645,1.8120431936560286,-0.06959988830891511,-0.12378586523902632,-2.443674070757373,2.4215360793793335,-0.024826017340389687,-0.0621107869158789,-3.514271452138782,1.2821784253693536,0.062067001676133646,0.12957566475388865
293,-3.8655612678515365,1.799664607132126,-0.06822297960756533,-0.12470480295930916,-2.446156672491412,2.4153250006877456,-0.025484951382457793,-0.06263991962993647,-3.5080647519711685,1.2951359918447425,0.0620629778819969,0.13061046035631355
294,-3.872383565812293,1.787194126836195,-0.06678273626319325,-0.12561153798665997,-2.448705167629658,2.409061008724752,-0.02614954223573247,-0.06317287970160808,-3.501858454182969,1.3081970378803738,0.06203250804159262,0.13164307664459055
295,-3.8790618394386125,1.774632973037529,-0.06527725329091437,-0.1265001250276008,-2.4513201218532314,2.402743720754591,-0.02682010339954176,-0.06370974789195033,-3.4956552033788095,1.3213613455448328,0.06197494941396152,0.13267055147486342
296,-3.885589564767704,1.761982960534769,-0.06370527226368806,-0.12736404904885182,-2.4540021321931857,2.396372745965396,-0.02749696352147803,-0.06425060287489641,-3.4894577084374134,1.334628400692319,0.06189000688723784,0.13368962837231171
297,-3.891960091994073,1.7492465556298837,-0.062066328228450686,-0.1281963001401697,-2.4567518285453334,2.3899476856779063,-0.028180467318231848,-0.06479552067119738,-3.4832687077486897,1.3479973635295501,0.061777809283995996,0.13469679431061377
